Date ,Day,Months,Year,Quarter,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
10-Oct-23,Tuesday,October,2023,Q4,EQ,440.45,444.85,440.45,440.45,444.7,444.4,443.47,499.7,324.75,"50,14,758.00","1,41,128.00"
09-Oct-23,Monday,October,2023,Q4,EQ,440.95,443.2,437.25,442.15,439.65,440.45,440.61,499.7,324.75,"56,11,154.00","1,31,925.00"
06-Oct-23,Friday,October,2023,Q4,EQ,437.85,443.6,436.65,436.05,442.6,442.15,441.76,499.7,323.25,"84,18,580.00","1,46,980.00"
05-Oct-23,Thursday,October,2023,Q4,EQ,440,440.5,435.05,436.1,436.6,436.05,437.31,499.7,323.25,"1,00,30,257.00","1,94,053.00"
04-Oct-23,Wednesday,October,2023,Q4,EQ,439.75,441.7,433.3,439.75,435.35,436.1,437.58,499.7,323.25,"1,33,96,709.00","2,19,368.00"
03-Oct-23,Tuesday,October,2023,Q4,EQ,441,442.9,439.25,444.4,439.65,439.75,440.62,499.7,323.25,"74,81,883.00","1,86,900.00"
29-Sep-23,Friday,September,2023,Q3,EQ,442,445.6,439.2,440.75,443.5,444.4,443.32,499.7,323.25,"81,60,058.00","1,38,714.00"
28-Sep-23,Thursday,September,2023,Q3,EQ,449.95,449.95,439.6,449.15,441.15,440.75,442.49,499.7,323.25,"1,02,16,736.00","1,55,680.00"
27-Sep-23,Wednesday,September,2023,Q3,EQ,442.45,449.8,438.8,442.45,449.35,449.15,445.78,499.7,323.25,"1,04,90,786.00","1,61,084.00"
26-Sep-23,Tuesday,September,2023,Q3,EQ,443.6,444.5,439.7,442.6,442.8,442.45,442.01,499.7,323.25,"53,27,833.00","1,14,357.00"
25-Sep-23,Monday,September,2023,Q3,EQ,443.1,444.8,438.35,443.1,443.1,442.6,441.75,499.7,323.25,"57,82,955.00","1,26,229.00"
22-Sep-23,Friday,September,2023,Q3,EQ,447.5,448.4,442.25,447.5,442.5,443.1,444.33,499.7,323.25,"75,06,309.00","1,95,313.00"
21-Sep-23,Thursday,September,2023,Q3,EQ,452.8,453.55,444.5,452.95,447.5,447.5,447.41,499.7,323.25,"1,07,19,470.00","1,87,202.00"
20-Sep-23,Wednesday,September,2023,Q3,EQ,451.7,455.1,449.55,452.05,452.85,452.95,453.08,499.7,323.25,"99,59,649.00","1,49,782.00"
18-Sep-23,Monday,September,2023,Q3,EQ,448.35,454,446.2,448.35,451.95,452.05,451.88,499.7,323.25,"81,97,425.00","1,34,382.00"
15-Sep-23,Friday,September,2023,Q3,EQ,448.05,452.1,447,449.95,447.9,448.35,449.1,499.7,323.25,"1,50,77,136.00","1,58,789.00"
14-Sep-23,Thursday,September,2023,Q3,EQ,455.9,455.9,447.15,453.5,450.35,449.95,450.17,499.7,323.25,"1,44,30,930.00","2,16,539.00"
13-Sep-23,Wednesday,September,2023,Q3,EQ,452.2,457,451.1,451.15,453.3,453.5,453.91,499.7,323.25,"1,18,13,170.00","1,69,384.00"
12-Sep-23,Tuesday,September,2023,Q3,EQ,448.9,454.3,445.6,447.2,451,451.15,450.56,499.7,323.25,"1,44,06,441.00","2,03,436.00"
11-Sep-23,Monday,September,2023,Q3,EQ,446,448.1,442.65,442.65,447.95,447.2,445.08,499.7,323.25,"93,20,577.00","1,65,092.00"
08-Sep-23,Friday,September,2023,Q3,EQ,447.9,447.9,441.85,445.9,442.7,442.65,443.46,499.7,323.25,"99,39,517.00","1,38,338.00"
07-Sep-23,Thursday,September,2023,Q3,EQ,448.8,449,444.6,447.45,446,445.9,446.01,499.7,323.25,"80,90,369.00","1,19,372.00"
06-Sep-23,Wednesday,September,2023,Q3,EQ,443.95,448.5,442,443.1,448,447.45,445.72,499.7,323.25,"1,28,63,039.00","1,79,677.00"
05-Sep-23,Tuesday,September,2023,Q3,EQ,438.9,444.5,438.5,437.5,444.15,443.1,441.31,499.7,323.25,"83,78,915.00","1,25,789.00"
04-Sep-23,Monday,September,2023,Q3,EQ,443.35,443.35,436.65,441.05,437.5,437.5,438.46,499.7,323.25,"1,36,04,608.00","1,95,519.00"
01-Sep-23,Friday,September,2023,Q3,EQ,440,445,438.3,439.7,440,441.05,442.04,499.7,308.85,"1,14,38,624.00","2,09,049.00"
31-Aug-23,Thursday,August,2023,Q3,EQ,443,444.9,436.1,442.8,439.5,439.7,439.7,499.7,308.85,"1,99,00,312.00","2,26,365.00"
30-Aug-23,Wednesday,August,2023,Q3,EQ,441,444,440.5,440.1,443.1,442.8,442.53,499.7,308.85,"73,64,924.00","1,29,298.00"
29-Aug-23,Tuesday,August,2023,Q3,EQ,442.95,444,439.2,441.4,440.7,440.1,440.75,499.7,308.85,"94,80,003.00","1,73,053.00"
28-Aug-23,Monday,August,2023,Q3,EQ,445,446.85,441,443.35,441,441.4,443.37,499.7,308.85,"69,10,750.00","1,25,415.00"
25-Aug-23,Friday,August,2023,Q3,EQ,450.9,451,442.05,450.9,443.5,443.35,445.97,499.7,308.85,"92,70,988.00","1,69,813.00"
24-Aug-23,Thursday,August,2023,Q3,EQ,450.6,453.5,449.3,450.45,451.2,450.9,450.97,499.7,308.85,"60,88,274.00","1,57,601.00"
23-Aug-23,Wednesday,August,2023,Q3,EQ,455.6,455.65,448.6,454.25,450.6,450.45,450.74,499.7,308.85,"84,45,029.00","1,81,446.00"
22-Aug-23,Tuesday,August,2023,Q3,EQ,449,455.15,447,447.8,454.4,454.25,452.56,499.7,308.85,"98,54,945.00","1,51,525.00"
21-Aug-23,Monday,August,2023,Q3,EQ,442,448.5,441.35,441.65,448,447.8,445.61,499.7,308.85,"95,72,041.00","1,48,497.00"
18-Aug-23,Friday,August,2023,Q3,EQ,441,443.35,438.5,441,441,441.65,440.84,499.7,308.55,"1,93,24,262.00","2,74,698.00"
17-Aug-23,Thursday,August,2023,Q3,EQ,450,450,440,450.25,440.95,441,441.95,499.7,308.55,"1,62,69,569.00","3,53,763.00"
16-Aug-23,Wednesday,August,2023,Q3,EQ,451,457.4,448.2,449.2,449,450.25,451.91,499.7,308.55,"1,49,20,272.00","2,08,058.00"
14-Aug-23,Monday,August,2023,Q3,EQ,448.75,451.25,445.05,448.75,447.8,449.2,447.6,499.7,308.55,"75,62,808.00","1,87,268.00"
